"sourceCode","sourceName","sourceFrequency","sourceAutoAssignedConceptIds","ADD_INFO:bno_name","ADD_INFO:orig_name","matchScore","mappingStatus","equivalence","statusSetBy","statusSetOn","conceptId","conceptName","domainId","mappingType","comment","createdBy","createdOn","assignedReviewer"
"O6930","Labor and delivery intertwined with a short umbilical cord",-1,0,"Vajúdás és szülés rövid köldökzsinórral szövődve","Vajúdás és szülés rövid köldökzsinórral szövődve",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440795,"Complication occurring during labor and delivery","Condition","MAPS_TO",,,0,
"O6930","Labor and delivery intertwined with a short umbilical cord",-1,0,"Vajúdás és szülés rövid köldökzsinórral szövődve","Vajúdás és szülés rövid köldökzsinórral szövődve",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,438226,"Short cord","Condition","MAPS_TO",,,0,
"O6940","Labor and delivery interwoven with navels lying in front",-1,0,"Vajúdás és szülés elöl fekvő köldökerekkel szövődve","Vajúdás és szülés elöl fekvő köldökerekkel szövődve",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,435609,"Vasa previa - delivered","Condition","MAPS_TO",,,0,
"O6950","Labor and delivery complicated by vascular damage to the umbilical cord",-1,0,"Vajúdás és szülés a köldökzsinór érsérülésével szövődve","Vajúdás és szülés a köldökzsinór érsérülésével szövődve",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440795,"Complication occurring during labor and delivery","Condition","MAPS_TO",,,0,
"O6950","Labor and delivery complicated by vascular damage to the umbilical cord",-1,0,"Vajúdás és szülés a köldökzsinór érsérülésével szövődve","Vajúdás és szülés a köldökzsinór érsérülésével szövődve",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,315881,"Vascular lesion of cord","Condition","MAPS_TO",,,0,
"O6950","Labor and delivery complicated by vascular damage to the umbilical cord",-1,0,"Vajúdás és szülés a köldökzsinór érsérülésével szövődve","Vajúdás és szülés a köldökzsinór érsérülésével szövődve",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O6980","Labor and delivery with other umbilical cord complications",-1,0,"Vajúdás és szülés egyéb köldökzsinór szövődményekkel","Vajúdás és szülés egyéb köldökzsinór szövődményekkel",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O6980","Labor and delivery with other umbilical cord complications",-1,0,"Vajúdás és szülés egyéb köldökzsinór szövődményekkel","Vajúdás és szülés egyéb köldökzsinór szövődményekkel",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,42538185,"Umbilical cord complication during labor and delivery","Condition","MAPS_TO",,,0,
"O6990","Labor and delivery with umbilical cord complications, k.m.n.",-1,0,"Vajúdás és szülés köldökzsinór szövődményekkel, k.m.n.","Vajúdás és szülés köldökzsinór szövődményekkel, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,435325,"Umbilical cord complication","Condition","MAPS_TO",,,0,
"O6990","Labor and delivery with umbilical cord complications, k.m.n.",-1,0,"Vajúdás és szülés köldökzsinór szövődményekkel, k.m.n.","Vajúdás és szülés köldökzsinór szövődményekkel, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444114,"Maternal AND/OR fetal condition affecting labor AND/OR delivery","Condition","MAPS_TO",,,0,
"O7000","First degree dam rupture",-1,0,"Első fokú gátrepedés","Első fokú gátrepedés",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,197343,"First degree perineal laceration","Condition","MAPS_TO",,,0,
"O7000","First degree dam rupture",-1,0,"Első fokú gátrepedés","Első fokú gátrepedés",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7010","Second-degree rupture of the diaphragm during childbirth",-1,0,"Másodfokú gátrepedés a szülés alatt","Másodfokú gátrepedés a szülés alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,198492,"Second degree perineal laceration","Condition","MAPS_TO",,,0,
"O7010","Second-degree rupture of the diaphragm during childbirth",-1,0,"Másodfokú gátrepedés a szülés alatt","Másodfokú gátrepedés a szülés alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7020","Third-degree rupture of the diaphragm during childbirth",-1,0,"Harmadfokú gátrepedés a szülés alatt","Harmadfokú gátrepedés a szülés alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,193830,"Third degree perineal laceration","Condition","MAPS_TO",,,0,
"O7020","Third-degree rupture of the diaphragm during childbirth",-1,0,"Harmadfokú gátrepedés a szülés alatt","Harmadfokú gátrepedés a szülés alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7030","Fourth-degree rupture of the diaphragm during childbirth",-1,0,"Negyedfokú gátrepedés a szülés alatt","Negyedfokú gátrepedés a szülés alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,198495,"Fourth degree perineal laceration","Condition","MAPS_TO",,,0,
"O7030","Fourth-degree rupture of the diaphragm during childbirth",-1,0,"Negyedfokú gátrepedés a szülés alatt","Negyedfokú gátrepedés a szülés alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7090","Barrier damage during childbirth, k.m.n.",-1,0,"Szülés alatti gátsérülés, k.m.n.","Szülés alatti gátsérülés, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,439390,"Perineal laceration during delivery","Condition","MAPS_TO",,,0,
"O7090","Barrier damage during childbirth, k.m.n.",-1,0,"Szülés alatti gátsérülés, k.m.n.","Szülés alatti gátsérülés, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7100","Uterine rupture before labor begins",-1,0,"Méhrepedés a szülés megindulása előtt","Méhrepedés a szülés megindulása előtt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,195328,"Rupture of uterus before onset of labor","Condition","MAPS_TO",,,0,
"O7100","Uterine rupture before labor begins",-1,0,"Méhrepedés a szülés megindulása előtt","Méhrepedés a szülés megindulása előtt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7110","Uterine rupture during labor",-1,0,"Méhrepedés a vajúdás alatt","Méhrepedés a vajúdás alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7110","Uterine rupture during labor",-1,0,"Méhrepedés a vajúdás alatt","Méhrepedés a vajúdás alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,45757588,"Rupture of uterus during labor","Condition","MAPS_TO",,,0,
"O7120","Uterine prolapse after childbirth",-1,0,"Méhkifordulás a szülés után","Méhkifordulás a szülés után",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,197048,"Obstetric inversion of uterus - delivered with postnatal problem","Condition","MAPS_TO",,,0,
"O7120","Uterine prolapse after childbirth",-1,0,"Méhkifordulás a szülés után","Méhkifordulás a szülés után",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7130","Obstetric cervical fissure",-1,0,"Szülési méhnyakrepedés","Szülési méhnyakrepedés",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,199089,"Laceration of cervix - obstetric","Condition","MAPS_TO",,,0,
"O7130","Obstetric cervical fissure",-1,0,"Szülési méhnyakrepedés","Szülési méhnyakrepedés",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7140","Obstetric (independent) high vaginal wall fissure",-1,0,"Szülési (önálló) magas hüvelyfalrepedés","Szülési (önálló) magas hüvelyfalrepedés",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,192979,"Obstetric high vaginal laceration","Condition","MAPS_TO",,,0,
"O7140","Obstetric (independent) high vaginal wall fissure",-1,0,"Szülési (önálló) magas hüvelyfalrepedés","Szülési (önálló) magas hüvelyfalrepedés",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7150","Other birth injuries of the pelvic organs",-1,0,"A kismedencei szervek egyéb szülési sérülése","A kismedencei szervek egyéb szülési sérülése",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,198819,"Obstetrical injury to pelvic organ","Condition","MAPS_TO",,,0,
"O7150","Other birth injuries of the pelvic organs",-1,0,"A kismedencei szervek egyéb szülési sérülése","A kismedencei szervek egyéb szülési sérülése",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7160","Childbirth damage to the joints and ligaments of the pelvis",-1,0,"A medence izületeinek, és szalagjainak szülési károsodása","A medence izületeinek, és szalagjainak szülési károsodása",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,443773,"Damage to pelvic joints AND/OR ligaments during delivery","Condition","MAPS_TO",,,0,
"O7160","Childbirth damage to the joints and ligaments of the pelvis",-1,0,"A medence izületeinek, és szalagjainak szülési károsodása","A medence izületeinek, és szalagjainak szülési károsodása",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7170","Birth pelvis hematoma",-1,0,"Szülési medencei haematoma","Szülési medencei haematoma",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,198221,"Pelvic hematoma during delivery","Condition","MAPS_TO",,,0,
"O7170","Birth pelvis hematoma",-1,0,"Szülési medencei haematoma","Szülési medencei haematoma",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7180","Other specified birth injury",-1,0,"Egyéb meghatározott szülési sérülés","Egyéb meghatározott szülési sérülés",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,439093,"Traumatic lesion during delivery","Condition","MAPS_TO",,,0,
"O7180","Other specified birth injury",-1,0,"Egyéb meghatározott szülési sérülés","Egyéb meghatározott szülési sérülés",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7190","Birth injury, k.m.n.",-1,0,"Szülési sérülés, k.m.n.","Szülési sérülés, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,439093,"Traumatic lesion during delivery","Condition","MAPS_TO",,,0,
"O7190","Birth injury, k.m.n.",-1,0,"Szülési sérülés, k.m.n.","Szülési sérülés, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7200","Bleeding in the pépény department",-1,0,"Vérzés a lepényi szakban","Vérzés a lepényi szakban",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,197625,"Third stage hemorrhage","Condition","MAPS_TO",,,0,
"O7210","Other bleeding immediately after delivery",-1,0,"Egyéb vérzés közvetlenül a szülés után","Egyéb vérzés közvetlenül a szülés után",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,443929,"Postpartum hemorrhage","Condition","MAPS_TO",,,0,
"O7220","Prolonged and secondary bleeding after childbirth",-1,0,"Elhúzódó és másodlagos vérzés szülés után","Elhúzódó és másodlagos vérzés szülés után",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,194109,"Delayed AND/OR secondary postpartum hemorrhage","Condition","MAPS_TO",,,0,
"O7230","Postpartum bleeding disorders",-1,0,"Szülés utáni véralvadási zavarok","Szülés utáni véralvadási zavarok",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,436483,"Postpartum coagulation defects","Condition","MAPS_TO",,,0,
"O7300","Platelet retention without bleeding",-1,0,"Lepényvisszamaradás vérzés nélkül","Lepényvisszamaradás vérzés nélkül",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,200789,"Retained placenta, without hemorrhage","Condition","MAPS_TO",,,0,
"O7310","Retention of cake or casing parts without bleeding",-1,0,"Lepény vagy burkokrészletek visszamaradása vérzés nélkül","Lepény vagy burkokrészletek visszamaradása vérzés nélkül",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,602936,"Retained uterine membrane without hemorrhage","Condition","MAPS_TO",,,0,
"O7310","Retention of cake or casing parts without bleeding",-1,0,"Lepény vagy burkokrészletek visszamaradása vérzés nélkül","Lepény vagy burkokrészletek visszamaradása vérzés nélkül",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7400","Aspiration pneumonitis caused by anesthesia during labor and delivery",-1,0,"Vajúdás és szülés alatti érzéstelenítés okozta aspiratios pneumonitis","Vajúdás és szülés alatti érzéstelenítés okozta aspiratios pneumonitis",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4060429,"Disease of the respiratory system complicating pregnancy, childbirth and/or the puerperium","Condition","MAPS_TO",,,0,
"O7400","Aspiration pneumonitis caused by anesthesia during labor and delivery",-1,0,"Vajúdás és szülés alatti érzéstelenítés okozta aspiratios pneumonitis","Vajúdás és szülés alatti érzéstelenítés okozta aspiratios pneumonitis",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4112809,"Aspiration pneumonitis due to anesthesia during labor and delivery","Condition","MAPS_TO",,,0,
"O7400","Aspiration pneumonitis caused by anesthesia during labor and delivery",-1,0,"Vajúdás és szülés alatti érzéstelenítés okozta aspiratios pneumonitis","Vajúdás és szülés alatti érzéstelenítés okozta aspiratios pneumonitis",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7410","Other pulmonary complications from anesthesia during labor and delivery",-1,0,"Egyéb tüdő szövődmények a vajúdás és szülés alatti érzéstelenítéstől","Egyéb tüdő szövődmények a vajúdás és szülés alatti érzéstelenítéstől",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,442294,"Obstetrical pulmonary complication of anesthesia AND/OR sedation","Condition","MAPS_TO",,,0,
"O7410","Other pulmonary complications from anesthesia during labor and delivery",-1,0,"Egyéb tüdő szövődmények a vajúdás és szülés alatti érzéstelenítéstől","Egyéb tüdő szövődmények a vajúdás és szülés alatti érzéstelenítéstől",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7420","Cardiac complications during labor and delivery from anesthesia",-1,0,"Cardialis szövődmények a vajúdás és szülés alatt az érzéstelenítéstől","Cardialis szövődmények a vajúdás és szülés alatt az érzéstelenítéstől",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7420","Cardiac complications during labor and delivery from anesthesia",-1,0,"Cardialis szövődmények a vajúdás és szülés alatt az érzéstelenítéstől","Cardialis szövődmények a vajúdás és szülés alatt az érzéstelenítéstől",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4065093,"Cardiac complications of anesthesia during labor and delivery","Condition","MAPS_TO",,,0,
"O7430","Central neurological complications from anesthesia during labor and delivery",-1,0,"Közp. idegr.-i szövődmények a vajúdás-szülés alatti érzéstelenítéstől","Közp. idegr.-i szövődmények a vajúdás-szülés alatti érzéstelenítéstől",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4065094,"Central nervous system complications of anesthesia during labor and delivery","Condition","MAPS_TO",,,0,
"O7430","Central neurological complications from anesthesia during labor and delivery",-1,0,"Közp. idegr.-i szövődmények a vajúdás-szülés alatti érzéstelenítéstől","Közp. idegr.-i szövődmények a vajúdás-szülés alatti érzéstelenítéstől",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7440","Toxic reaction during labor and delivery from anesthesia",-1,0,"Toxikus reakció a vajúdás és szülés alatt az érzéstelenítéstől","Toxikus reakció a vajúdás és szülés alatt az érzéstelenítéstől",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4065626,"Toxic reaction to local anesthetic during labor and delivery","Condition","MAPS_TO",,,0,
"O7440","Toxic reaction during labor and delivery from anesthesia",-1,0,"Toxikus reakció a vajúdás és szülés alatt az érzéstelenítéstől","Toxikus reakció a vajúdás és szülés alatt az érzéstelenítéstől",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7450","During labor and delivery spinal.-epidural. headache caused by anesthesia",-1,0,"Vajúdás-szülés alatt spinal.-epidural. érzéstelenítés okozta fejfájás","Vajúdás-szülés alatt spinal.-epidural. érzéstelenítés okozta fejfájás",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4065627,"Spinal and epidural anesthesia-induced headache during labor and delivery","Condition","MAPS_TO",,,0,
"O7450","During labor and delivery spinal.-epidural. headache caused by anesthesia",-1,0,"Vajúdás-szülés alatt spinal.-epidural. érzéstelenítés okozta fejfájás","Vajúdás-szülés alatt spinal.-epidural. érzéstelenítés okozta fejfájás",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7460","Spinal.-epidural. with feeling. other complications during labor and delivery",-1,0,"Spinal.-epidural. érzéstel. egyéb szövődményei vajúdás-szülés alatt","Spinal.-epidural. érzéstel. egyéb szövődményei vajúdás-szülés alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7460","Spinal.-epidural. with feeling. other complications during labor and delivery",-1,0,"Spinal.-epidural. érzéstel. egyéb szövődményei vajúdás-szülés alatt","Spinal.-epidural. érzéstel. egyéb szövődményei vajúdás-szülés alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4064978,"Complications of anesthesia during labor and delivery","Condition","MAPS_TO",,,0,
"O7470","Failed or difficult intubation during labor and delivery",-1,0,"Sikertelen vagy nehéz intubatio a vajúdás és szülés alatt","Sikertelen vagy nehéz intubatio a vajúdás és szülés alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,436007,"Complication of introduction procedure","Condition","MAPS_TO",,,0,
"O7470","Failed or difficult intubation during labor and delivery",-1,0,"Sikertelen vagy nehéz intubatio a vajúdás és szülés alatt","Sikertelen vagy nehéz intubatio a vajúdás és szülés alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7470","Failed or difficult intubation during labor and delivery",-1,0,"Sikertelen vagy nehéz intubatio a vajúdás és szülés alatt","Sikertelen vagy nehéz intubatio a vajúdás és szülés alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4064978,"Complications of anesthesia during labor and delivery","Condition","MAPS_TO",,,0,
"O7480","Other complications of anesthesia during labor and delivery",-1,0,"Az érzéstelenítés egyéb szövődményei a vajúdás és szülés alatt","Az érzéstelenítés egyéb szövődményei a vajúdás és szülés alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7480","Other complications of anesthesia during labor and delivery",-1,0,"Az érzéstelenítés egyéb szövődményei a vajúdás és szülés alatt","Az érzéstelenítés egyéb szövődményei a vajúdás és szülés alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4064978,"Complications of anesthesia during labor and delivery","Condition","MAPS_TO",,,0,
"O7490","Complication of anesthesia during labor and delivery, k.m.n.",-1,0,"Az érzéstelenítés szövődménye vajúdás és szülés alatt, k.m.n.","Az érzéstelenítés szövődménye vajúdás és szülés alatt, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7490","Complication of anesthesia during labor and delivery, k.m.n.",-1,0,"Az érzéstelenítés szövődménye vajúdás és szülés alatt, k.m.n.","Az érzéstelenítés szövődménye vajúdás és szülés alatt, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4064978,"Complications of anesthesia during labor and delivery","Condition","MAPS_TO",,,0,
"O7500","Maternal distress during labor and delivery",-1,0,"Anyai distress a vajúdás és a szülés alatt","Anyai distress a vajúdás és a szülés alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,45757191,"Maternal distress during childbirth","Condition","MAPS_TO",,,0,
"O7510","Shock during or after labor and delivery",-1,0,"Shock a vajúdás és szülés alatt vagy után","Shock a vajúdás és szülés alatt vagy után",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444269,"Shock during AND/OR following labor AND/OR delivery","Condition","MAPS_TO",,,0,
"O7520","Fever during labor m.n.o.",-1,0,"Láz a vajúdás alatt m.n.o.","Láz a vajúdás alatt m.n.o.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4143214,"Maternal pyrexia in labor","Condition","MAPS_TO",,,0,
"O7530","Other infection during labor",-1,0,"Egyéb fertőzés a vajúdás alatt","Egyéb fertőzés a vajúdás alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,45757688,"Infectious disease in mother complicating childbirth","Condition","MAPS_TO",,,0,
"O7530","Other infection during labor",-1,0,"Egyéb fertőzés a vajúdás alatt","Egyéb fertőzés a vajúdás alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7531","Cardiac arrest, cerebral anoxia during labor",-1,0,"Szívmegállás, agyi anoxia a vajudás alatt","Szívmegállás, agyi anoxia a vajudás alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,45757688,"Infectious disease in mother complicating childbirth","Condition","MAPS_TO",,,0,
"O7531","Cardiac arrest, cerebral anoxia during labor",-1,0,"Szívmegállás, agyi anoxia a vajudás alatt","Szívmegállás, agyi anoxia a vajudás alatt",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7540","Other complications related to obstetric surgeries and procedures",-1,0,"Szülészeti műtétekkel és eljárásokal összefüggő egyéb szövődmények","Szülészeti műtétekkel és eljárásokal összefüggő egyéb szövődmények",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,436489,"Complication of obstetrical surgery AND/OR procedure","Condition","MAPS_TO",,,0,
"O7540","Other complications related to obstetric surgeries and procedures",-1,0,"Szülészeti műtétekkel és eljárásokal összefüggő egyéb szövődmények","Szülészeti műtétekkel és eljárásokal összefüggő egyéb szövődmények",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7550","Prolonged labor after rupture of membranes",-1,0,"Elhúzódó szülés burokrepesztés után","Elhúzódó szülés burokrepesztés után",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,441361,"Delayed delivery after artificial rupture of membranes","Condition","MAPS_TO",,,0,
"O7560","Prolonged labor spontaneous or c.m.n. after shell rupture",-1,0,"Elhúzódó szülés spontán vagy k.m.n. burokrepedést követően","Elhúzódó szülés spontán vagy k.m.n. burokrepedést követően",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440167,"Prolonged labor","Condition","MAPS_TO",,,0,
"O7570","Vaginal delivery, after prior caesarean section",-1,0,"Vaginalis szülés, előzetes császármetszés után","Vaginalis szülés, előzetes császármetszés után",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4129042,"Vaginal delivery following previous cesarean section","Condition","MAPS_TO",,,0,
"O7580","Other specified complications of labor and delivery",-1,0,"A vajúdás és a szülés egyéb meghatározott szövődményei","A vajúdás és a szülés egyéb meghatározott szövődményei",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,435875,"Complication of pregnancy, childbirth and/or puerperium","Condition","MAPS_TO",,,0,
"O7580","Other specified complications of labor and delivery",-1,0,"A vajúdás és a szülés egyéb meghatározott szövődményei","A vajúdás és a szülés egyéb meghatározott szövődményei",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O7590","Complication of labor and delivery, k.m.n.",-1,0,"A vajúdás és szülés szövődménye, k.m.n.","A vajúdás és szülés szövődménye, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,440795,"Complication occurring during labor and delivery","Condition","MAPS_TO",,,0,
"O7590","Complication of labor and delivery, k.m.n.",-1,0,"A vajúdás és szülés szövődménye, k.m.n.","A vajúdás és szülés szövődménye, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,444094,"Finding related to pregnancy","Condition","MAPS_TO",,,0,
"O8000","Spontaneous vaginal delivery at the end of the skull",-1,0,"Koponyavégű, spontán hüvelyi szülés","Koponyavégű, spontán hüvelyi szülés",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4205240,"Spontaneous vertex delivery","Condition","MAPS_TO",,,0,
"O8010","Spontaneous pelvic end vaginal delivery",-1,0,"Medencevégű hüvelyi spontán szülés","Medencevégű hüvelyi spontán szülés",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4073422,"Spontaneous breech delivery","Procedure","MAPS_TO",,,0,
"O8080","Other spontaneous single births",-1,0,"Egyéb spontán egyes szülés","Egyéb spontán egyes szülés",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,441641,"Delivery normal","Condition","MAPS_TO",,,0,
"O8090","Spontaneous single birth, c.m.n.",-1,0,"Spontán egyes szülés, k.m.n.","Spontán egyes szülés, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,441641,"Delivery normal","Condition","MAPS_TO",,,0,
"O8100","Childbirth with exit forceps",-1,0,"Szülés kimeneti fogóműtéttel","Szülés kimeneti fogóműtéttel",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4088084,"Low forceps delivery","Procedure","MAPS_TO",,,0,
"O8110","Childbirth by caesarean section",-1,0,"Szülés üregi fogóműtéttel",,1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4266683,"Mid forceps delivery","Procedure","MAPS_TO",,,0,
"O8120","Delivery by caesarean section with rotation of the skull",-1,0,"Szülés üregi fogóműtéttel, a koponya forgatásával","Szülés üregi fogóműtéttel, a koponya forgatásával",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4062136,"Delivered by mid-cavity forceps with rotation","Condition","MAPS_TO",,,0,
"O8130","Childbirth other and other with pincer surgery",-1,0,"Szülés egyéb és k.m.n. fogóműtéttel","Szülés egyéb és k.m.n. fogóműtéttel",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,435022,"Forceps delivery - delivered","Condition","MAPS_TO",,,0,
"O8140","Childbirth with vacuum extraction",-1,0,"Szülés vacuum extractióval","Szülés vacuum extractióval",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,442069,"Vacuum extractor delivery - delivered","Condition","MAPS_TO",,,0,
"O8150","Delivery using forceps and vacuum extraction together",-1,0,"Szülés fogó és vacuum extractio együttes alkalmazásával","Szülés fogó és vacuum extractio együttes alkalmazásával",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4065737,"Delivery by combination of forceps and vacuum extractor","Condition","MAPS_TO",,,0,
"O8200","Birth by elective caesarean section, c.m.n.",-1,0,"Szülés elektív császármetszéssel, k.m.n.","Szülés elektív császármetszéssel, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4061457,"Delivery by elective cesarean section","Condition","MAPS_TO",,,0,
"O8210","Delivery by caesarean section",-1,0,"Szülés császármetszéssel","Szülés császármetszéssel",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4066112,"Delivery by emergency cesarean section","Condition","MAPS_TO",,,0,
