source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
210581822,0,,"BINOCRIT 40000 NE/1,0 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN1X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581830,0,,"BINOCRIT 30000 NE/0,75 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN6X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581848,0,,"BINOCRIT 30000 NE/0,75 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN1X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581856,0,,"BINOCRIT 20000 NE/0,5 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN6X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581864,0,,"BINOCRIT 20000 NE/0,5 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN1X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581872,0,,"BINOCRIT 10000 NE/1,0 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN6X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581880,0,,"BINOCRIT 10000 NE/1,0 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN1X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581898,0,,"BINOCRIT 9000 NE/0,9 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN6X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581903,0,,"BINOCRIT 9000 NE/0,9 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN1X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581911,0,,"BINOCRIT 8000 NE/0,8 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN6X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581929,0,,"BINOCRIT 8000 NE/0,8 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN1X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581937,0,,"BINOCRIT 7000 NE/0,7 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN6X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581945,0,,"BINOCRIT 7000 NE/0,7 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN1X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581953,0,,"BINOCRIT 6000 NE/0,6 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN6X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581961,0,,"BINOCRIT 6000 NE/0,6 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN1X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581979,0,,"BINOCRIT 5000 NE/0,5 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN6X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210581987,0,,"BINOCRIT 5000 NE/0,5 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN1X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210582860,0,,"BINOCRIT 4000 NE/0,4 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN6X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210582878,0,,"BINOCRIT 4000 NE/0,4 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN1X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210582886,0,,"BINOCRIT 3000 NE/0,3 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN6X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210582894,0,,"BINOCRIT 3000 NE/0,3 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN1X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210582909,0,,"BINOCRIT 2000 NE/1,0 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN6X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210582917,0,,"BINOCRIT 2000 NE/1,0 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN1X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210582925,0,,"BINOCRIT 1000 NE/0,5 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN6X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210582933,0,,"BINOCRIT 1000 NE/0,5 ML OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN1X (TűVÉDőVEL)",40038944,RxNorm,2025-05-07,,
210582941,0,,VIRAMUNE 400 MG RETARD TABLETTA90X BUBORÉKCSOMAGOLÁSBAN,40238458,RxNorm,2025-05-07,,
210582959,0,,VIRAMUNE 400 MG RETARD TABLETTA30X BUBORÉKCSOMAGOLÁSBAN,40238458,RxNorm,2025-05-07,,
210582967,0,,VIRAMUNE 400 MG RETARD TABLETTA30X HDPE PALACKBAN,40238458,RxNorm,2025-05-07,,
210588159,0,,OSSICA 3 MG OLDATOS INJEKCIÓ ELŐRETÖLTÖTT FECSKENDŐBEN1X,36884665,RxNorm Extension,2025-05-07,,
210588167,0,,OSSICA 6 MG/6 ML KONCENTRÁTUM OLDATOS INFÚZIÓHOZ1X,36884665,RxNorm Extension,2025-05-07,,
210588248,0,,APRANAX DOLO 100 MG/G GÉL1X100 G,1115096,RxNorm,2025-05-07,,
210588256,0,,APRANAX DOLO 100 MG/G GÉL1X55 G,1115096,RxNorm,2025-05-07,,
210588264,0,,APRANAX DOLO 100 MG/G GÉL1X30 G,1115096,RxNorm,2025-05-07,,
210588272,0,,ZILOLA 5 MG FILMTABLETTA100X,40163630,RxNorm,2025-05-07,,
210588280,0,,ZILOLA 5 MG FILMTABLETTA90X,40163630,RxNorm,2025-05-07,,
210588298,0,,ZILOLA 5 MG FILMTABLETTA84X,40163630,RxNorm,2025-05-07,,
210588303,0,,ZILOLA 5 MG FILMTABLETTA56X,40163630,RxNorm,2025-05-07,,
210588311,0,,ZILOLA 5 MG FILMTABLETTA50X,40163630,RxNorm,2025-05-07,,
210588612,0,,SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ12X50L GÁZPALACK (AL),40022161,RxNorm,2025-05-07,,
210588620,0,,SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ12X50L GÁZPALACK (CRMO ACÉL),40022161,RxNorm,2025-05-07,,
210588638,0,,SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ1X50L GÁZPALACK (AL),40022161,RxNorm,2025-05-07,,
210588646,0,,SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ1X50L GÁZPALACK (CRMO ACÉL),40022161,RxNorm,2025-05-07,,
210588654,0,,SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ1X40L GÁZPALACK (AL),40022161,RxNorm,2025-05-07,,
210588662,0,,SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ1X40L GÁZPALACK (CRMO ACÉL),40022161,RxNorm,2025-05-07,,
210588670,0,,SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ1X27L GÁZPALACK (AL),40022161,RxNorm,2025-05-07,,
210588688,0,,SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ1X27L GÁZPALACK (CRMO ACÉL),40022161,RxNorm,2025-05-07,,
210588696,0,,"SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ1X14L GÁZPALACK (AL, 204 MM ÁTMÉRőJű)",40022161,RxNorm,2025-05-07,,
210588701,0,,"SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ1X14L GÁZPALACK (CRMO ACÉL, 204 MM ÁTMÉRőJű)",40022161,RxNorm,2025-05-07,,
210588719,0,,"SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ1X14L GÁZPALACK (AL, 140 MM ÁTMÉRőJű)",40022161,RxNorm,2025-05-07,,
210588727,0,,"SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ1X14L GÁZPALACK (CRMO ACÉL, 140 MM ÁTMÉRőJű)",40022161,RxNorm,2025-05-07,,
210588735,0,,SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ1X7L GÁZPALACK (AL),40022161,RxNorm,2025-05-07,,
210588743,0,,SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ1X7L GÁZPALACK (CRMO ACÉL),40022161,RxNorm,2025-05-07,,
210588751,0,,SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ1X2L GÁZPALACK (AL),40022161,RxNorm,2025-05-07,,
210588769,0,,SZÉN-DIOXID LINDE CSEPPFOLYÓSÍTOTT ORVOSI GÁZ1X2L GÁZPALACK CRMO ACÉL,40022161,RxNorm,2025-05-07,,
210588777,0,,IVEMEND 150 MG POR OLDATOS INFÚZIÓHOZ10X10 ML INJEKCIÓS ÜVEGBEN,40830567,RxNorm Extension,2025-05-07,,
210588785,0,,IVEMEND 150 MG POR OLDATOS INFÚZIÓHOZ1X10 ML INJEKCIÓS ÜVEGBEN,40830567,RxNorm Extension,2025-05-07,,
210589090,0,,"TOBI PODHALER 28 MG INHALÁCIÓS POR, KEMÉNY KAPSZULA448X",43526089,RxNorm,2025-05-07,,
210589105,0,,"TOBI PODHALER 28 MG INHALÁCIÓS POR, KEMÉNY KAPSZULA224X",43526089,RxNorm,2025-05-07,,
210589113,0,,"TOBI PODHALER 28 MG INHALÁCIÓS POR, KEMÉNY KAPSZULA56X",43526089,RxNorm,2025-05-07,,
210589121,0,,XARELTO 20 MG FILMTABLETTA100X1X,40244448,RxNorm,2025-05-07,,
210589139,0,,XARELTO 20 MG FILMTABLETTA10X1X,40244448,RxNorm,2025-05-07,,
210589147,0,,XARELTO 20 MG FILMTABLETTA98X,40244448,RxNorm,2025-05-07,,
210589155,0,,XARELTO 20 MG FILMTABLETTA28X,40244448,RxNorm,2025-05-07,,
210589163,0,,XARELTO 20 MG FILMTABLETTA14X,40244448,RxNorm,2025-05-07,,
210589171,0,,XARELTO 15 MG FILMTABLETTA100X1X,40244444,RxNorm,2025-05-07,,
210589189,0,,XARELTO 15 MG FILMTABLETTA10X1X,40244444,RxNorm,2025-05-07,,
210589197,0,,XARELTO 15 MG FILMTABLETTA98X,40244444,RxNorm,2025-05-07,,
210589202,0,,XARELTO 15 MG FILMTABLETTA42X,40244444,RxNorm,2025-05-07,,
210589210,0,,XARELTO 15 MG FILMTABLETTA28X,40244444,RxNorm,2025-05-07,,
210589228,0,,XARELTO 15 MG FILMTABLETTA14X,40244444,RxNorm,2025-05-07,,
210589260,0,,ZILOLA 5 MG FILMTABLETTA30X,40163630,RxNorm,2025-05-07,,
210589278,0,,ZILOLA 5 MG FILMTABLETTA28X,40163630,RxNorm,2025-05-07,,
210589286,0,,ZILOLA 5 MG FILMTABLETTA20X,40163630,RxNorm,2025-05-07,,
210589294,0,,ZILOLA 5 MG FILMTABLETTA14X,40163630,RxNorm,2025-05-07,,
210589309,0,,ZILOLA 5 MG FILMTABLETTA7X,40163630,RxNorm,2025-05-07,,
210589854,0,,BABY LUUF ILLÓOLAJOS KENŐCS1X30 G,36249368,RxNorm,2025-05-07,,
210589854,0,,BABY LUUF ILLÓOLAJOS KENŐCS1X30 G,36878840,RxNorm Extension,2025-05-07,,
210589854,0,,BABY LUUF ILLÓOLAJOS KENŐCS1X30 G,19050346,RxNorm,2025-05-07,,
210590944,0,,MYOPERIZONE 150 MG FILMTABLETTA100X,36892904,RxNorm Extension,2025-05-07,,
210590952,0,,MYOPERIZONE 150 MG FILMTABLETTA90X,36892904,RxNorm Extension,2025-05-07,,
210590960,0,,MYOPERIZONE 150 MG FILMTABLETTA50X,36892904,RxNorm Extension,2025-05-07,,
210590978,0,,MYOPERIZONE 150 MG FILMTABLETTA30X,36892904,RxNorm Extension,2025-05-07,,
210590986,0,,MYOPERIZONE 150 MG FILMTABLETTA20X,36892904,RxNorm Extension,2025-05-07,,
210590994,0,,MYOPERIZONE 50 MG FILMTABLETTA100X,19063804,RxNorm,2025-05-07,,
210591005,0,,MYOPERIZONE 50 MG FILMTABLETTA90X,19063804,RxNorm,2025-05-07,,
210591013,0,,MYOPERIZONE 50 MG FILMTABLETTA50X,19063804,RxNorm,2025-05-07,,
210591021,0,,MYOPERIZONE 50 MG FILMTABLETTA30X,19063804,RxNorm,2025-05-07,,
210591039,0,,MYOPERIZONE 50 MG FILMTABLETTA20X,19063804,RxNorm,2025-05-07,,
210591047,0,,MEDITOLP 150 MG FILMTABLETTA100X,36892904,RxNorm Extension,2025-05-07,,
210591055,0,,MEDITOLP 150 MG FILMTABLETTA50X,36892904,RxNorm Extension,2025-05-07,,
210591063,0,,MEDITOLP 150 MG FILMTABLETTA30X,36892904,RxNorm Extension,2025-05-07,,
210591071,0,,MEDITOLP 150 MG FILMTABLETTA20X,36892904,RxNorm Extension,2025-05-07,,
210591089,0,,MEDITOLP 50 MG FILMTABLETTA100X,19063804,RxNorm,2025-05-07,,
210591097,0,,MEDITOLP 50 MG FILMTABLETTA50X,19063804,RxNorm,2025-05-07,,
210591102,0,,MEDITOLP 50 MG FILMTABLETTA30X,19063804,RxNorm,2025-05-07,,
210591110,0,,MEDITOLP 50 MG FILMTABLETTA20X,19063804,RxNorm,2025-05-07,,
210591128,0,,TOLPERISONE MEDITOP 150 MG FILMTABLETTA100X,36892904,RxNorm Extension,2025-05-07,,
210591136,0,,TOLPERISONE MEDITOP 150 MG FILMTABLETTA50X,36892904,RxNorm Extension,2025-05-07,,
210591144,0,,TOLPERISONE MEDITOP 150 MG FILMTABLETTA30X,36892904,RxNorm Extension,2025-05-07,,
210591152,0,,TOLPERISONE MEDITOP 150 MG FILMTABLETTA20X,36892904,RxNorm Extension,2025-05-07,,
210591372,0,,NOVYNETTE CONTINUOUS 150 MIKROGRAMM/20 MIKROGRAMM FILMTABLETTA3X28,40026728,RxNorm,2025-05-07,,
210591380,0,,NOVYNETTE CONTINUOUS 150 MIKROGRAMM/20 MIKROGRAMM FILMTABLETTA1X28,40026728,RxNorm,2025-05-07,,
210592263,0,,OLICARD 60 MG RETARD KEMÉNY KAPSZULA50X BUBORÉKCSOMAGOLÁSBAN,1383846,RxNorm,2025-05-07,,
210592271,0,,OLICARD 40 MG RETARD KEMÉNY KAPSZULA50X BUBORÉKCSOMAGOLÁSBAN,19100680,RxNorm,2025-05-07,,
210592289,0,,GRIMODIN 600 MG FILMTABLETTA120X (12X10) BUBORÉKCSOMAGOLÁSBAN,19077550,RxNorm,2025-05-07,,
210592297,0,,GRIMODIN 600 MG FILMTABLETTA100X (10X10) BUBORÉKCSOMAGOLÁSBAN,19077550,RxNorm,2025-05-07,,
210592302,0,,GRIMODIN 600 MG FILMTABLETTA60X (3X20) BUBORÉKCSOMAGOLÁSBAN,19077550,RxNorm,2025-05-07,,
210592310,0,,DESLORATADINE TEVA 5 MG FILMTABLETTA50X1,19096758,RxNorm,2025-05-07,,
210592328,0,,DESLORATADINE TEVA 5 MG FILMTABLETTA100X,19096758,RxNorm,2025-05-07,,
210592336,0,,DESLORATADINE TEVA 5 MG FILMTABLETTA90X,19096758,RxNorm,2025-05-07,,
210592344,0,,DESLORATADINE TEVA 5 MG FILMTABLETTA60X,19096758,RxNorm,2025-05-07,,
210592352,0,,DESLORATADINE TEVA 5 MG FILMTABLETTA50X,19096758,RxNorm,2025-05-07,,
210592360,0,,DESLORATADINE TEVA 5 MG FILMTABLETTA40X,19096758,RxNorm,2025-05-07,,
210592378,0,,DESLORATADINE TEVA 5 MG FILMTABLETTA30X,19096758,RxNorm,2025-05-07,,
210592386,0,,DESLORATADINE TEVA 5 MG FILMTABLETTA28X,19096758,RxNorm,2025-05-07,,
210592394,0,,DESLORATADINE TEVA 5 MG FILMTABLETTA21X,19096758,RxNorm,2025-05-07,,
210592409,0,,DESLORATADINE TEVA 5 MG FILMTABLETTA20X,19096758,RxNorm,2025-05-07,,
210592417,0,,DESLORATADINE TEVA 5 MG FILMTABLETTA14X,19096758,RxNorm,2025-05-07,,
210592425,0,,DESLORATADINE TEVA 5 MG FILMTABLETTA10X,19096758,RxNorm,2025-05-07,,
210592433,0,,DESLORATADINE TEVA 5 MG FILMTABLETTA7X,19096758,RxNorm,2025-05-07,,
210593201,0,,"DEXDOR 100 MIKROGRAMM/ML KONCENTRÁTUM OLDATOS INJEKCIÓHOZ4X10 ML INJEKCIÓS ÜVEGBEN+SZÜRKE BROMOBUTIL GUMIDUGÓ,FLUOROPOLIMER OMNIFLEX PLUSZ FEDő",40028652,RxNorm,2025-05-07,,
210593227,0,,"DEXDOR 100 MIKROGRAMM/ML KONCENTRÁTUM OLDATOS INJEKCIÓHOZ4X4ML INJEKCIÓS ÜVEGBEN +SZÜRKE BROMOBUTIL GUMIDUGÓ,FLUOROPOLIMER OMNIFLEX PLUSZ FEDőLAPPAL",40028652,RxNorm,2025-05-07,,
210593243,0,,DEXDOR 100 MIKROGRAMM/ML KONCENTRÁTUM OLDATOS INJEKCIÓHOZ25X2ML AMPULLA,40028652,RxNorm,2025-05-07,,
210593251,0,,DEXDOR 100 MIKROGRAMM/ML KONCENTRÁTUM OLDATOS INJEKCIÓHOZ5X2ML AMPULLA,40028652,RxNorm,2025-05-07,,
210593552,0,,NPLATE 250 MIKROGRAMM POR ÉS OLDÓSZER OLDATOS INJEKCIÓHOZ1X,44042723,RxNorm Extension,2025-05-07,,
210593560,0,,NPLATE 500 MIKROGRAMM POR ÉS OLDÓSZER OLDATOS INJEKCIÓHOZ1X,44042723,RxNorm Extension,2025-05-07,,
210593900,0,,EMOZUL 40 MG GYOMORNEDV-ELLENÁLLÓ KEMÉNY KAPSZULA28X (OPA/AL/PVC/AL FÓLIA BUBORÉKCSOMAGOLÁSBAN),19101790,RxNorm,2025-05-07,,
210593950,0,,EMOZUL 20 MG GYOMORNEDV-ELLENÁLLÓ KEMÉNY KAPSZULA28X (OPA/AL/PVC/AL FÓLIA BUBORÉKCSOMAGOLÁSBAN),904456,RxNorm,2025-05-07,,
210593968,0,,"PENTAXIM POR ÉS SZUSZPENZIÓ SZUSZPENZIÓS INJEKCIÓHOZ, ELŐRETÖLTÖTT FECSKENDŐBEN10X0,5ML ELőRETÖLTÖTT FECSKENDőBEN +10X PORAMPULLA+20X KÜLÖN Tű",529303,RxNorm,2025-05-07,,
210593968,0,,"PENTAXIM POR ÉS SZUSZPENZIÓ SZUSZPENZIÓS INJEKCIÓHOZ, ELŐRETÖLTÖTT FECSKENDŐBEN10X0,5ML ELőRETÖLTÖTT FECSKENDőBEN +10X PORAMPULLA+20X KÜLÖN Tű",43012721,RxNorm,2025-05-07,,
210593968,0,,"PENTAXIM POR ÉS SZUSZPENZIÓ SZUSZPENZIÓS INJEKCIÓHOZ, ELŐRETÖLTÖTT FECSKENDŐBEN10X0,5ML ELőRETÖLTÖTT FECSKENDőBEN +10X PORAMPULLA+20X KÜLÖN Tű",36852796,RxNorm Extension,2025-05-07,,
210593968,0,,"PENTAXIM POR ÉS SZUSZPENZIÓ SZUSZPENZIÓS INJEKCIÓHOZ, ELŐRETÖLTÖTT FECSKENDŐBEN10X0,5ML ELőRETÖLTÖTT FECSKENDőBEN +10X PORAMPULLA+20X KÜLÖN Tű",523283,RxNorm,2025-05-07,,
210593968,0,,"PENTAXIM POR ÉS SZUSZPENZIÓ SZUSZPENZIÓS INJEKCIÓHOZ, ELŐRETÖLTÖTT FECSKENDŐBEN10X0,5ML ELőRETÖLTÖTT FECSKENDőBEN +10X PORAMPULLA+20X KÜLÖN Tű",529411,RxNorm,2025-05-07,,
210594370,0,,DESLORATADINE STADA 5 MG FILMTABLETTA30X BUBORÉKCSOMAGOLÁSBAN,19096758,RxNorm,2025-05-07,,
210594566,0,,LORDESTIN 5 MG FILMTABLETTA30X BUBORÉKCSOMAGOLÁSBAN,19096758,RxNorm,2025-05-07,,
210594914,0,,OPTALGIN 500 MG TABLETTA20X,19060499,RxNorm,2025-05-07,,
210594922,0,,OPTALGIN 500 MG TABLETTA10X,19060499,RxNorm,2025-05-07,,
210595407,0,,EGIRAMLON 10 MG/10 MG KEMÉNY KAPSZULA30X BUBORÉKCSOMAGOLÁSBAN,783712,RxNorm Extension,2025-05-07,,
210595685,0,,VISIPAQUE 320 MG I/ML OLDATOS INJEKCIÓ10X50 ML (MűANYAG PALACK),40057302,RxNorm,2025-05-07,,
210595693,0,,VISIPAQUE 270 MG I/ML OLDATOS INJEKCIÓ10X50 ML (MűANYAG TARTÁLY),40057302,RxNorm,2025-05-07,,
210595708,0,,EGIRAMLON 10 MG/5 MG KEMÉNY KAPSZULA30X BUBORÉKCSOMAGOLÁSBAN,783721,RxNorm Extension,2025-05-07,,
210595732,0,,EGIRAMLON 5 MG/10 MG KEMÉNY KAPSZULA30X BUBORÉKCSOMAGOLÁSBAN,783694,RxNorm Extension,2025-05-07,,
210595766,0,,EGIRAMLON 5 MG/5 MG KEMÉNY KAPSZULA30X BUBORÉKCSOMAGOLÁSBAN,783703,RxNorm Extension,2025-05-07,,
210596128,0,,"HUMA-TALIA 0,05 MG/ML+5 MG/ML OLDATOS SZEMCSEPP1X2,5ML",40058182,RxNorm,2025-05-07,,
210596186,0,,DORZOLEP KOMB OLDATOS SZEMCSEPP1X5ML TARTÁLYBAN (LDPE),40057968,RxNorm,2025-05-07,,
210597077,0,,COGNIT 1200 MG FILMTABLETTA60X,19046659,RxNorm,2025-05-07,,
210597158,0,,DESLORATADINE RATIOPHARM 5 MG FILMTABLETTA30X BUBORÉKCSOMAGOLÁSBAN,19096758,RxNorm,2025-05-07,,
210597302,0,,FUNAMEL 25 MG FILMTABLETTA90X,19077218,RxNorm,2025-05-07,,
210597425,0,,LEVETIRACETAM SANDOZ 1000 MG FILMTABLETTA60X,19101553,RxNorm,2025-05-07,,
210597467,0,,LEVETIRACETAM SANDOZ 750 MG FILMTABLETTA60X,19078781,RxNorm,2025-05-07,,
210597491,0,,LEVETIRACETAM SANDOZ 500 MG FILMTABLETTA120X,711589,RxNorm,2025-05-07,,
210597530,0,,IRESSA 250 MG FILMTABLETTA30X (PVC/ALUMÍNIUM NEM PERFORÁLT BUBORÉKFÓLIA),1319194,RxNorm,2025-05-07,,
210597556,0,,LEVETIRACETAM SANDOZ 250 MG FILMTABLETTA120X,711588,RxNorm,2025-05-07,,
210598544,0,,INTELENCE 200 MG TABLETTA60X HDPE TARTÁLYBAN,40234301,RxNorm,2025-05-07,,
210598625,0,,BENFOGAMMA 300 MG FILMTABLETTA30X,36886886,RxNorm Extension,2025-05-07,,
210598829,0,,ATORVASTATIN KRKA 40 MG FILMTABLETTA90X,1545996,RxNorm,2025-05-07,,
210598837,0,,ATORVASTATIN KRKA 40 MG FILMTABLETTA60X,1545996,RxNorm,2025-05-07,,
210598845,0,,ATORVASTATIN KRKA 40 MG FILMTABLETTA30X,1545996,RxNorm,2025-05-07,,
210598853,0,,ATORVASTATIN KRKA 40 MG FILMTABLETTA28X,1545996,RxNorm,2025-05-07,,
210598861,0,,ATORVASTATIN KRKA 20 MG FILMTABLETTA90X,19123592,RxNorm,2025-05-07,,
210598879,0,,ATORVASTATIN KRKA 20 MG FILMTABLETTA60X,19123592,RxNorm,2025-05-07,,
210598887,0,,ATORVASTATIN KRKA 20 MG FILMTABLETTA30X,19123592,RxNorm,2025-05-07,,
210598895,0,,ATORVASTATIN KRKA 20 MG FILMTABLETTA28X,19123592,RxNorm,2025-05-07,,
210598900,0,,ATORVASTATIN KRKA 10 MG FILMTABLETTA90X,1545997,RxNorm,2025-05-07,,
210598918,0,,ATORVASTATIN KRKA 10 MG FILMTABLETTA60X,1545997,RxNorm,2025-05-07,,
210598926,0,,ATORVASTATIN KRKA 10 MG FILMTABLETTA30X,1545997,RxNorm,2025-05-07,,
210598934,0,,ATORVASTATIN KRKA 10 MG FILMTABLETTA28X,1545997,RxNorm,2025-05-07,,
210599867,0,,LOSARTAN KRKA 100 MG FILMTABLETTA30X,40185276,RxNorm,2025-05-07,,
210599922,0,,LOSARTAN KRKA 50 MG FILMTABLETTA30X,40185304,RxNorm,2025-05-07,,
210600024,0,,EMILLAN 30 MG GYOMORNEDV-ELLENÁLLÓ KEMÉNY KAPSZULA28X BUBORÉKCSOMAGOLÁSBAN (OPA/AL/PVC//AL),41272159,RxNorm Extension,2025-05-07,,
210600040,0,,DESLORATADIN TEVA 5 MG SZÁJBAN DISZPERGÁLÓDÓ TABLETTA30X,19102483,RxNorm,2025-05-07,,
210600155,0,,"DAIVOBET 50 MIKROGRAMM/0,5 MG/G GÉL1X15 G (HDPE TARTÁLYBAN)",36889556,RxNorm Extension,2025-05-07,,
210600163,0,,MAURERS SVÉDCSEPP BELSŐLEGES ÉS KÜLSŐLEGES OLDAT1X100 ML BARNA ÜVEGPALACKBAN,44012511,RxNorm Extension,2025-05-07,,
210600163,0,,MAURERS SVÉDCSEPP BELSŐLEGES ÉS KÜLSŐLEGES OLDAT1X100 ML BARNA ÜVEGPALACKBAN,19060831,RxNorm,2025-05-07,,
210600163,0,,MAURERS SVÉDCSEPP BELSŐLEGES ÉS KÜLSŐLEGES OLDAT1X100 ML BARNA ÜVEGPALACKBAN,43532148,RxNorm,2025-05-07,,
210600163,0,,MAURERS SVÉDCSEPP BELSŐLEGES ÉS KÜLSŐLEGES OLDAT1X100 ML BARNA ÜVEGPALACKBAN,42900001,RxNorm,2025-05-07,,
210600163,0,,MAURERS SVÉDCSEPP BELSŐLEGES ÉS KÜLSŐLEGES OLDAT1X100 ML BARNA ÜVEGPALACKBAN,42903888,RxNorm,2025-05-07,,
210600163,0,,MAURERS SVÉDCSEPP BELSŐLEGES ÉS KÜLSŐLEGES OLDAT1X100 ML BARNA ÜVEGPALACKBAN,40798699,RxNorm Extension,2025-05-07,,
210600163,0,,MAURERS SVÉDCSEPP BELSŐLEGES ÉS KÜLSŐLEGES OLDAT1X100 ML BARNA ÜVEGPALACKBAN,1834415,RxNorm Extension,2025-05-07,,
210600163,0,,MAURERS SVÉDCSEPP BELSŐLEGES ÉS KÜLSŐLEGES OLDAT1X100 ML BARNA ÜVEGPALACKBAN,42904250,RxNorm,2025-05-07,,
210600163,0,,MAURERS SVÉDCSEPP BELSŐLEGES ÉS KÜLSŐLEGES OLDAT1X100 ML BARNA ÜVEGPALACKBAN,43013538,RxNorm,2025-05-07,,
210600163,0,,MAURERS SVÉDCSEPP BELSŐLEGES ÉS KÜLSŐLEGES OLDAT1X100 ML BARNA ÜVEGPALACKBAN,45776124,RxNorm,2025-05-07,,
210600163,0,,MAURERS SVÉDCSEPP BELSŐLEGES ÉS KÜLSŐLEGES OLDAT1X100 ML BARNA ÜVEGPALACKBAN,42898867,RxNorm,2025-05-07,,
