IngredientCode,IngredientName,IngredientNameEnglish,CASNumber,MatchString,SourceCount,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,ATC
LACOSAMIDE,LACOSAMIDE,LACOSAMIDE,,"SourceTerm - Ingredient Term (""LACOSAMIDE"")",-1,19087394,LACOSAMIDE,Drug,RxNorm,Ingredient,S,623400,2008-11-09,2099-12-31,,N03AX18
LACTAT,LACTAT,LACTAT,,"SourceTerm - Ingredient Term (Standardised) (""LACTAT"")",-1,19011035,LACTATE,Drug,RxNorm,Ingredient,S,114202,1970-01-01,2099-12-31,,G01AD01
LACTIC ACID,LACTIC ACID,LACTIC ACID,,"SourceTerm - Ingredient Relationship ""Substance"" with relation ""SNOMED - RxNorm eq"" - Filter on best fit (""LACTIC ACID"")",-1,42903865,DL-LACTIC ACID,Drug,RxNorm,Ingredient,S,1314409,2012-12-03,2099-12-31,,
LACTOBACILLUS ACIDOPHILUS,LACTOBACILLUS ACIDOPHILUS,LACTOBACILLUS ACIDOPHILUS,,"SourceTerm - Ingredient Term (""LACTOBACILLUS ACIDOPHILUS"")",-1,987153,LACTOBACILLUS ACIDOPHILUS,Drug,RxNorm,Ingredient,S,6205,1970-01-01,2099-12-31,,G01AX14
LACTOSE,LACTOSE,LACTOSE,,"SourceTerm - Ingredient Term (""LACTOSE"")",-1,19087208,LACTOSE,Drug,RxNorm,Ingredient,S,6211,1970-01-01,2099-12-31,,
LACTULOSE,LACTULOSE,LACTULOSE,,"SourceTerm - Ingredient Term (""LACTULOSE"")",-1,987245,LACTULOSE,Drug,RxNorm,Ingredient,S,6218,1970-01-01,2099-12-31,,
LAMIVUDINE,LAMIVUDINE,LAMIVUDINE,,"SourceTerm - Ingredient Term (""LAMIVUDINE"")",-1,1704183,LAMIVUDINE,Drug,RxNorm,Ingredient,S,68244,1970-01-01,2099-12-31,,J05AR13
LAMOTRIGINE,LAMOTRIGINE,LAMOTRIGINE,,"SourceTerm - Ingredient Term (""LAMOTRIGINE"")",-1,705103,LAMOTRIGINE,Drug,RxNorm,Ingredient,S,28439,1970-01-01,2099-12-31,,N03AX09
LANADELUMAB,LANADELUMAB,LANADELUMAB,,"SourceTerm - Ingredient Term (""LANADELUMAB"")",-1,35200405,LANADELUMAB,Drug,RxNorm,Ingredient,S,2055641,2018-12-03,2099-12-31,,B06AC05
LANDIOLOL,LANDIOLOL,LANDIOLOL,,"SourceTerm - Ingredient Term (""LANDIOLOL"")",-1,36852771,LANDIOLOL,Drug,RxNorm Extension,Ingredient,S,OMOP5170387,1970-01-01,2099-12-31,,
LANREOTIDE,LANREOTIDE,LANREOTIDE,,"SourceTerm - Ingredient Term (""LANREOTIDE"")",-1,1503501,LANREOTIDE,Drug,RxNorm,Ingredient,S,68092,1970-01-01,2099-12-31,,H01CB03
LANSOPRAZOLE,LANSOPRAZOLE,LANSOPRAZOLE,,"SourceTerm - Ingredient Term (""LANSOPRAZOLE"")",-1,929887,LANSOPRAZOLE,Drug,RxNorm,Ingredient,S,17128,1970-01-01,2099-12-31,,A02BD09
LANTHANUM CARBONATE,LANTHANUM CARBONATE,LANTHANUM CARBONATE,,"SourceTerm - Ingredient Term (""LANTHANUM CARBONATE"")",-1,990028,LANTHANUM CARBONATE,Drug,RxNorm,Ingredient,S,234416,2005-07-24,2099-12-31,,V03AE03
LAPATINIB,LAPATINIB,LAPATINIB,,"SourceTerm - Ingredient Term (""LAPATINIB"")",-1,1359548,LAPATINIB,Drug,RxNorm,Ingredient,S,480167,2007-01-14,2099-12-31,,
LATANOPROST,LATANOPROST,LATANOPROST,,"SourceTerm - Ingredient Term (""LATANOPROST"")",-1,954688,LATANOPROST,Drug,RxNorm,Ingredient,S,43611,1970-01-01,2099-12-31,,
LAURI FRUCTUS,LAURI FRUCTUS,LAURI FRUCTUS,,"Manual Overrule Mapping (""LAURI FRUCTUS"")",-1,35198015,TRAPAE FRUCTUS,Drug,RxNorm Extension,Ingredient,S,OMOP4819380,1970-01-01,2099-12-31,,
LAUROMACROGOL 400,LAUROMACROGOL 400,LAUROMACROGOL 400,,"SourceTerm - Ingredient Relationship ""Substance"" with relation ""SNOMED - RxNorm eq"" - Filter on best fit (""LAUROMACROGOL 400"")",-1,40175900,POLIDOCANOL,Drug,RxNorm,Ingredient,S,968170,2010-05-02,2099-12-31,,C05BB02
LECSAPOTT KÉN,LECSAPOTT KÉN,LECSAPOTT KÉN,,"Manual Overrule Mapping (""LECSAPOTT KÉN"")",-1,1036525,SULFUR,Drug,RxNorm,Ingredient,S,10223,1970-01-01,2099-12-31,,D10AB02
LEDIPASVIR,LEDIPASVIR,LEDIPASVIR,,"SourceTerm - Ingredient Term (""LEDIPASVIR"")",-1,45775020,LEDIPASVIR,Drug,RxNorm,Ingredient,S,1591922,2014-12-01,2099-12-31,,
LEFLUNOMIDE,LEFLUNOMIDE,LEFLUNOMIDE,,"SourceTerm - Ingredient Term (""LEFLUNOMIDE"")",-1,1101898,LEFLUNOMIDE,Drug,RxNorm,Ingredient,S,27169,1970-01-01,2099-12-31,,L04AA13
LENALIDOMIDE,LENALIDOMIDE,LENALIDOMIDE,,"SourceTerm - Ingredient Term (""LENALIDOMIDE"")",-1,19026972,LENALIDOMIDE,Drug,RxNorm,Ingredient,S,342369,2006-02-26,2099-12-31,,L04AX04
LERCANIDIPINE,LERCANIDIPINE,LERCANIDIPINE,,"SourceTerm - Ingredient Term (""LERCANIDIPINE"")",-1,19015802,LERCANIDIPINE,Drug,RxNorm,Ingredient,S,135056,1970-01-01,2099-12-31,,C08CA13
LETERMOVIR,LETERMOVIR,LETERMOVIR,,"SourceTerm - Ingredient Term (""LETERMOVIR"")",-1,792929,LETERMOVIR,Drug,RxNorm,Ingredient,S,1988648,2018-02-05,2099-12-31,,J05AX18
LETROZOLE,LETROZOLE,LETROZOLE,,"SourceTerm - Ingredient Term (""LETROZOLE"")",-1,1315946,LETROZOLE,Drug,RxNorm,Ingredient,S,72965,1970-01-01,2099-12-31,,L02BG04
LEUCINE,LEUCINE,LEUCINE,,"SourceTerm - Ingredient Term (""LEUCINE"")",-1,19088571,LEUCINE,Drug,RxNorm,Ingredient,S,6308,1970-01-01,2099-12-31,,N07CA04
LEUPRORELIN ACETATE,LEUPRORELIN ACETATE,LEUPRORELIN ACETATE,,"SourceTerm - Ingredient Relationship Synonym of ""Substance"" with relation ""Maps to"" (""LEUPRORELIN ACETATE"")",-1,1351541,LEUPROLIDE,Drug,RxNorm,Ingredient,S,42375,1970-01-01,2099-12-31,,L02AE02
LEVAMISOLE,LEVAMISOLE,LEVAMISOLE,,"SourceTerm - Ingredient Term (""LEVAMISOLE"")",-1,1389464,LEVAMISOLE,Drug,RxNorm,Ingredient,S,6371,1970-01-01,2099-12-31,,P02CE01
LEVETIRACETAM,LEVETIRACETAM,LEVETIRACETAM,,"SourceTerm - Ingredient Term (""LEVETIRACETAM"")",-1,711584,LEVETIRACETAM,Drug,RxNorm,Ingredient,S,114477,1970-01-01,2099-12-31,,N03AX14
LEVISTICI RADIX,LEVISTICI RADIX,LEVISTICI RADIX,,"Manual Overrule Mapping (""LEVISTICI RADIX"")",-1,44507886,LEVISTICUM OFFICINALE ROOT EXTRACT,Drug,RxNorm,Ingredient,S,1482543,2013-12-02,2099-12-31,,
LEVOCETIRIZINE,LEVOCETIRIZINE,LEVOCETIRIZINE,,"SourceTerm - Ingredient Term (""LEVOCETIRIZINE"")",-1,1136422,LEVOCETIRIZINE,Drug,RxNorm,Ingredient,S,356887,1970-01-01,2099-12-31,,R06AE09
LEVODOPA,LEVODOPA,LEVODOPA,,"SourceTerm - Ingredient Term (""LEVODOPA"")",-1,789578,LEVODOPA,Drug,RxNorm,Ingredient,S,6375,1970-01-01,2099-12-31,,
LEVODROPROPIZINE,LEVODROPROPIZINE,LEVODROPROPIZINE,,"SourceTerm - Synonym Term Synonym of (""LEVODROPROPIZINE"")",-1,19067412,"DIPROPIZINE, (S)-ISOMER",Drug,RxNorm,Ingredient,S,52014,1970-01-01,2099-12-31,,R05DB27
LEVOFLOXACIN,LEVOFLOXACIN,LEVOFLOXACIN,,"SourceTerm - Ingredient Term (""LEVOFLOXACIN"")",-1,1742253,LEVOFLOXACIN,Drug,RxNorm,Ingredient,S,82122,1970-01-01,2099-12-31,,A02BD10
LEVOMENTHOL,LEVOMENTHOL,LEVOMENTHOL,,"SourceTerm - Ingredient Term (""LEVOMENTHOL"")",-1,19056157,LEVOMENTHOL,Drug,RxNorm,Ingredient,S,236388,1970-01-01,2099-12-31,,
LEVOMEPROMAZINE,LEVOMEPROMAZINE,LEVOMEPROMAZINE,,"SourceTerm - Synonym Term Synonym of (""LEVOMEPROMAZINE"")",-1,19005147,METHOTRIMEPRAZINE,Drug,RxNorm,Ingredient,S,6852,1970-01-01,2099-12-31,,N05AA02
LEVONORGESTREL,LEVONORGESTREL,LEVONORGESTREL,,"SourceTerm - Ingredient Term (""LEVONORGESTREL"")",-1,1589505,LEVONORGESTREL,Drug,RxNorm,Ingredient,S,6373,1970-01-01,2099-12-31,,G03AD01
LEVOSIMENDAN,LEVOSIMENDAN,LEVOSIMENDAN,,"SourceTerm - Ingredient Term (""LEVOSIMENDAN"")",-1,40173184,LEVOSIMENDAN,Drug,RxNorm,Ingredient,S,73107,2010-02-28,2099-12-31,,C01CX08
LEVOTHYROXINE,LEVOTHYROXINE,LEVOTHYROXINE,,"SourceTerm - Ingredient Term (""LEVOTHYROXINE"")",-1,1501700,LEVOTHYROXINE,Drug,RxNorm,Ingredient,S,10582,1970-01-01,2099-12-31,,
LH,LH,LH,,"SourceTerm - Ingredient Relationship Synonym of ""Substance"" with relation ""SNOMED - RxNorm eq"" - Filter on best fit (""LH"")",-1,1589795,LUTEINIZING HORMONE,Drug,RxNorm,Ingredient,S,6383,1970-01-01,2099-12-31,,G03GA02
LIDOCAINE,LIDOCAINE,LIDOCAINE,,"SourceTerm - Ingredient Term (""LIDOCAINE"")",-1,989878,LIDOCAINE,Drug,RxNorm,Ingredient,S,6387,1970-01-01,2099-12-31,,
LIDOCAINIUM CHLORATUM,LIDOCAINIUM CHLORATUM,LIDOCAINIUM CHLORATUM,,"ATC - RxNorm (""N01BB02"")",-1,989878,LIDOCAINE,Drug,RxNorm,Ingredient,S,6387,1970-01-01,2099-12-31,,
LIKOPIN,LIKOPIN,LIKOPIN,,"Manual Overrule Mapping (""LIKOPIN"")",-1,1308185,LYCOPENE,Drug,RxNorm,Ingredient,S,29008,1970-01-01,2099-12-31,,
LINAGLIPTIN,LINAGLIPTIN,LINAGLIPTIN,,"SourceTerm - Ingredient Term (""LINAGLIPTIN"")",-1,40239216,LINAGLIPTIN,Drug,RxNorm,Ingredient,S,1100699,2011-06-05,2099-12-31,,
LINOLEIC ACID,LINOLEIC ACID,LINOLEIC ACID,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""LINOLEIC ACID"")",-1,19011795,LINOLEATE,Drug,RxNorm,Ingredient,S,70611,2006-05-14,2099-12-31,,
LIPASE,LIPASE,LIPASE,,"SourceTerm - Ingredient Term (""LIPASE"")",-1,990760,LIPASE,Drug,RxNorm,Ingredient,S,6406,1970-01-01,2099-12-31,,
LIPEGFILGRASTIM,LIPEGFILGRASTIM,LIPEGFILGRASTIM,,"SourceTerm - Ingredient Term (""LIPEGFILGRASTIM"")",-1,44506753,LIPEGFILGRASTIM,Drug,RxNorm,Ingredient,S,1440046,2013-11-04,2099-12-31,,L03AA14
LIQUID PARAFFIN,LIQUID PARAFFIN,LIQUID PARAFFIN,,"SourceTerm - Ingredient Relationship Synonym of ""Substance"" with relation ""SNOMED - RxNorm eq"" - Filter on best fit - Filter on lowest concept_id (""LIQUID PARAFFIN"")",-1,908523,MINERAL OIL,Drug,RxNorm,Ingredient,S,6972,1970-01-01,2099-12-31,,A06AA01
LIRAGLUTID,LIRAGLUTID,LIRAGLUTID,,"SourceTerm - Ingredient Term (Standardised) (""LIRAGLUTID"")",-1,40170911,LIRAGLUTIDE,Drug,RxNorm,Ingredient,S,475968,2010-01-31,2099-12-31,,
LISINOPRIL,LISINOPRIL,LISINOPRIL,,"SourceTerm - Ingredient Term (""LISINOPRIL"")",-1,1308216,LISINOPRIL,Drug,RxNorm,Ingredient,S,29046,1970-01-01,2099-12-31,,
LITHIUM CARBONATE,LITHIUM CARBONATE,LITHIUM CARBONATE,,"SourceTerm - Ingredient Term (""LITHIUM CARBONATE"")",-1,751246,LITHIUM CARBONATE,Drug,RxNorm,Ingredient,S,42351,1970-01-01,2099-12-31,,
LIXISENATIDE,LIXISENATIDE,LIXISENATIDE,,"SourceTerm - Ingredient Term (""LIXISENATIDE"")",-1,44506754,LIXISENATIDE,Drug,RxNorm,Ingredient,S,1440051,2013-11-04,2099-12-31,,A10BX10
LODOXAMIDE,LODOXAMIDE,LODOXAMIDE,,"SourceTerm - Ingredient Term (""LODOXAMIDE"")",-1,967496,LODOXAMIDE,Drug,RxNorm,Ingredient,S,52151,1970-01-01,2099-12-31,,S01GX05
LONOCTOCOG ALFA,LONOCTOCOG ALFA,LONOCTOCOG ALFA,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""LONOCTOCOG ALFA"")",-1,1352213,FACTOR VIII,Drug,RxNorm,Ingredient,S,4257,1970-01-01,2099-12-31,,B02BD14
LOPERAMIDE,LOPERAMIDE,LOPERAMIDE,,"SourceTerm - Ingredient Term (""LOPERAMIDE"")",-1,991876,LOPERAMIDE,Drug,RxNorm,Ingredient,S,6468,1970-01-01,2099-12-31,,
LOPINAVIR,LOPINAVIR,LOPINAVIR,,"SourceTerm - Ingredient Term (""LOPINAVIR"")",-1,1738170,LOPINAVIR,Drug,RxNorm,Ingredient,S,195088,1970-01-01,2099-12-31,,J05AR10
LORATADINE,LORATADINE,LORATADINE,,"SourceTerm - Ingredient Term (""LORATADINE"")",-1,1107830,LORATADINE,Drug,RxNorm,Ingredient,S,28889,1970-01-01,2099-12-31,,R06AX13
LORAZEPAM,LORAZEPAM,LORAZEPAM,,"SourceTerm - Ingredient Term (""LORAZEPAM"")",-1,791967,LORAZEPAM,Drug,RxNorm,Ingredient,S,6470,1970-01-01,2099-12-31,,
LORLATINIB,LORLATINIB,LORLATINIB,,"SourceTerm - Ingredient Term (""LORLATINIB"")",-1,35201733,LORLATINIB,Drug,RxNorm,Ingredient,S,2103164,2018-12-03,2099-12-31,,L01ED05
LORNOXICAM,LORNOXICAM,LORNOXICAM,,"SourceTerm - Ingredient Term (""LORNOXICAM"")",-1,19049709,LORNOXICAM,Drug,RxNorm,Ingredient,S,20890,1970-01-01,2099-12-31,,M01AC05
LOXAPIN,LOXAPIN,LOXAPIN,,"SourceTerm - Ingredient Term (Standardised) (""LOXAPIN"")",-1,792263,LOXAPINE,Drug,RxNorm,Ingredient,S,6475,1970-01-01,2099-12-31,,N05AH01
LOZARTÁN,LOZARTÁN,LOZARTÁN,,"ATC - RxNorm (""C09CA01"")",-1,1367500,LOSARTAN,Drug,RxNorm,Ingredient,S,52175,1970-01-01,2099-12-31,,C09DB06
LUTEIN,LUTEIN,LUTEIN,,"SourceTerm - Ingredient Term (""LUTEIN"")",-1,1310353,LUTEIN,Drug,RxNorm,Ingredient,S,11359,1970-01-01,2099-12-31,,
LUTETIUM (177LU) OXODOTREOTIDE,LUTETIUM (177LU) OXODOTREOTIDE,LUTETIUM (177LU) OXODOTREOTIDE,,"SourceTerm - Ingredient Relationship Synonym of ""ATC 5th"" with relation ""Maps to"" (Orphan ingredient) (""LUTETIUM (177LU) OXODOTREOTIDE"")",-1,44816340,LUTETIUM,Drug,RxNorm,Ingredient,S,1534772,2014-05-05,2099-12-31,,V10XX04
LUTROPIN ALFA,LUTROPIN ALFA,LUTROPIN ALFA,,"SourceTerm - Ingredient Term (""LUTROPIN ALFA"")",-1,1543112,LUTROPIN ALFA,Drug,RxNorm,Ingredient,S,388084,1970-01-01,2099-12-31,,G03GA07
LYMECYCLINE,LYMECYCLINE,LYMECYCLINE,,"SourceTerm - Ingredient Term (""LYMECYCLINE"")",-1,19092353,LYMECYCLINE,Drug,RxNorm,Ingredient,S,6513,1970-01-01,2099-12-31,,J01AA04
LYSINE,LYSINE,LYSINE,,"SourceTerm - Ingredient Term (""LYSINE"")",-1,19092377,LYSINE,Drug,RxNorm,Ingredient,S,6536,1970-01-01,2099-12-31,,
MACITENTAN,MACITENTAN,MACITENTAN,,"SourceTerm - Ingredient Term (""MACITENTAN"")",-1,44507580,MACITENTAN,Drug,RxNorm,Ingredient,S,1442132,2013-12-02,2099-12-31,,C02KX04
MACROGOL,MACROGOL,MACROGOL,,"SourceTerm - Synonym Term Synonym of (""MACROGOL"")",-1,948515,POLYETHYLENE GLYCOLS,Drug,RxNorm,Ingredient,S,8516,1970-01-01,2099-12-31,,
MAGNESII SULFAS HEPTAHYDRICUS,MAGNESII SULFAS HEPTAHYDRICUS,MAGNESII SULFAS HEPTAHYDRICUS,,"Manual Overrule Mapping (""MAGNESII SULFAS HEPTAHYDRICUS"")",-1,19091804,MAGNESIUM SULFATE HEPTAHYDRATE,Drug,RxNorm,Ingredient,S,236741,1970-01-01,2099-12-31,,
MAGNESIUM,MAGNESIUM,MAGNESIUM,,"SourceTerm - Ingredient Term (""MAGNESIUM"")",-1,19124906,MAGNESIUM,Drug,RxNorm,Ingredient,S,6574,1970-01-01,2099-12-31,,A12CC08
MAGNESIUM ACETATE,MAGNESIUM ACETATE,MAGNESIUM ACETATE,,"SourceTerm - Ingredient Term (""MAGNESIUM ACETATE"")",-1,19013986,MAGNESIUM ACETATE,Drug,RxNorm,Ingredient,S,314718,1970-01-01,2099-12-31,,
MAGNESIUM ASPARTATE,MAGNESIUM ASPARTATE,MAGNESIUM ASPARTATE,,"SourceTerm - Ingredient Term (""MAGNESIUM ASPARTATE"")",-1,19019131,MAGNESIUM ASPARTATE,Drug,RxNorm,Ingredient,S,142131,1970-01-01,2099-12-31,,A12CC05
MAGNESIUM CARBONATE,MAGNESIUM CARBONATE,MAGNESIUM CARBONATE,,"SourceTerm - Ingredient Term (""MAGNESIUM CARBONATE"")",-1,908464,MAGNESIUM CARBONATE,Drug,RxNorm,Ingredient,S,29155,1970-01-01,2099-12-31,,
MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,,"SourceTerm - Ingredient Term (""MAGNESIUM CHLORIDE"")",-1,19092849,MAGNESIUM CHLORIDE,Drug,RxNorm,Ingredient,S,6579,1970-01-01,2099-12-31,,
MAGNESIUM CITRATE,MAGNESIUM CITRATE,MAGNESIUM CITRATE,,"SourceTerm - Ingredient Term (""MAGNESIUM CITRATE"")",-1,967861,MAGNESIUM CITRATE,Drug,RxNorm,Ingredient,S,52356,1970-01-01,2099-12-31,,
MAGNESIUM HYDROXIDE,MAGNESIUM HYDROXIDE,MAGNESIUM HYDROXIDE,,"SourceTerm - Ingredient Term (""MAGNESIUM HYDROXIDE"")",-1,992956,MAGNESIUM HYDROXIDE,Drug,RxNorm,Ingredient,S,6581,1970-01-01,2099-12-31,,G04BX01
MAGNESIUM LACTATE,MAGNESIUM LACTATE,MAGNESIUM LACTATE,,"SourceTerm - Ingredient Term (""MAGNESIUM LACTATE"")",-1,19051926,MAGNESIUM LACTATE,Drug,RxNorm,Ingredient,S,214688,1970-01-01,2099-12-31,,A12CC06
MAGNESIUM OROTATE,MAGNESIUM OROTATE,MAGNESIUM OROTATE,,"SourceTerm - Ingredient Term (""MAGNESIUM OROTATE"")",-1,19016889,MAGNESIUM OROTATE,Drug,RxNorm,Ingredient,S,139233,1970-01-01,2099-12-31,,A12CC09
MAGNESIUM OXIDE,MAGNESIUM OXIDE,MAGNESIUM OXIDE,,"SourceTerm - Ingredient Term (""MAGNESIUM OXIDE"")",-1,993631,MAGNESIUM OXIDE,Drug,RxNorm,Ingredient,S,6582,1970-01-01,2099-12-31,,
MAGNESIUM PIDOLATE,MAGNESIUM PIDOLATE,MAGNESIUM PIDOLATE,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""MAGNESIUM PIDOLATE"")",-1,19018255,PYROGLUTAMATE,Drug,RxNorm,Ingredient,S,155060,1970-01-01,2099-12-31,,
MAGNESIUM SALICYLATE,MAGNESIUM SALICYLATE,MAGNESIUM SALICYLATE,,"SourceTerm - Ingredient Term (""MAGNESIUM SALICYLATE"")",-1,1168079,MAGNESIUM SALICYLATE,Drug,RxNorm,Ingredient,S,52364,1970-01-01,2099-12-31,,
MAGNESIUM SULFATE,MAGNESIUM SULFATE,MAGNESIUM SULFATE,,"SourceTerm - Ingredient Term (""MAGNESIUM SULFATE"")",-1,19093848,MAGNESIUM SULFATE,Drug,RxNorm,Ingredient,S,6585,1970-01-01,2099-12-31,,
MAGNÉZIUM-KLORID HEXAHIDRÁT,MAGNÉZIUM-KLORID HEXAHIDRÁT,MAGNÉZIUM-KLORID HEXAHIDRÁT,,"Manual Overrule Mapping (""MAGNÉZIUM-KLORID HEXAHIDRÁT"")",-1,19092849,MAGNESIUM CHLORIDE,Drug,RxNorm,Ingredient,S,6579,1970-01-01,2099-12-31,,
MAJORANNAE HERBA,MAJORANNAE HERBA,MAJORANNAE HERBA,,"Manual Overrule Mapping (""MAJORANNAE HERBA"")",-1,42904138,ORIGANUM MAJORANA EXTRACT,Drug,RxNorm,Ingredient,S,1355405,2012-12-03,2099-12-31,,
MALIC ACID,MALIC ACID,MALIC ACID,,"SourceTerm - Ingredient Term (""MALIC ACID"")",-1,19008864,MALIC ACID,Drug,RxNorm,Ingredient,S,29209,1970-01-01,2099-12-31,,
MANGANESE SULFATE MONOHYDRATE,MANGANESE SULFATE MONOHYDRATE,MANGANESE SULFATE MONOHYDRATE,,"First 2 words from SourceTerm - Ingredient Term (""MANGANESE SULFATE"")",-1,19008897,MANGANESE SULFATE,Drug,RxNorm,Ingredient,S,29268,1970-01-01,2099-12-31,,
MANGÁN,MANGÁN,MANGÁN,,"Manual Overrule Mapping (""MANGÁN"")",-1,1394027,MANGANESE,Drug,RxNorm,Ingredient,S,6623,1970-01-01,2099-12-31,,
MANNA,MANNA,MANNA,,"SourceTerm - Ingredient Relationship ""Ingredient"" with relation ""Concept replaced by"" - Filter on best fit (""MANNA"")",-1,19011061,GLUCOMANNAN,Drug,RxNorm,Ingredient,S,11454,1970-01-01,2099-12-31,,
MANNITOL,MANNITOL,MANNITOL,,"SourceTerm - Ingredient Term (""MANNITOL"")",-1,994058,MANNITOL,Drug,RxNorm,Ingredient,S,6628,1970-01-01,2099-12-31,,R05CB16
MARAVIROC,MARAVIROC,MARAVIROC,,"SourceTerm - Ingredient Term (""MARAVIROC"")",-1,1787101,MARAVIROC,Drug,RxNorm,Ingredient,S,620216,2007-09-30,2099-12-31,,J05AX09
MATRICARIAE FLOS,MATRICARIAE FLOS,MATRICARIAE FLOS,,"Manual Overrule Mapping (""MATRICARIAE FLOS"")",-1,19071803,MATRICARIA RECUTITA EXTRACT,Drug,RxNorm,Ingredient,S,285157,1970-01-01,2099-12-31,,
MAZIPREDONE,MAZIPREDONE,MAZIPREDONE,,"SourceTerm - Ingredient Term (""MAZIPREDONE"")",-1,40798961,MAZIPREDONE,Drug,RxNorm Extension,Ingredient,S,OMOP2721285,2017-07-18,2099-12-31,,
MEBENDAZOLE,MEBENDAZOLE,MEBENDAZOLE,,"SourceTerm - Ingredient Term (""MEBENDAZOLE"")",-1,1794280,MEBENDAZOLE,Drug,RxNorm,Ingredient,S,6672,1970-01-01,2099-12-31,,
MEBEVERINE,MEBEVERINE,MEBEVERINE,,"SourceTerm - Ingredient Term (""MEBEVERINE"")",-1,19008994,MEBEVERINE,Drug,RxNorm,Ingredient,S,29410,1970-01-01,2099-12-31,,A03AA04
MEBROFENINE,MEBROFENINE,MEBROFENINE,,"SourceTerm - Ingredient Term (Standardised) (""MEBROFENINE"")",-1,42900491,MEBROFENIN,Drug,RxNorm,Ingredient,S,1311500,2012-10-01,2099-12-31,,
MECASERMIN,MECASERMIN,MECASERMIN,,"SourceTerm - Ingredient Term (""MECASERMIN"")",-1,1502877,MECASERMIN,Drug,RxNorm,Ingredient,S,274403,2006-02-26,2099-12-31,,H01AC03
MEDAZEPAM,MEDAZEPAM,MEDAZEPAM,,"SourceTerm - Ingredient Term (""MEDAZEPAM"")",-1,19125106,MEDAZEPAM,Drug,RxNorm,Ingredient,S,6680,1970-01-01,2099-12-31,,N05BA03
MEDROXYPROGESTERONE,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE,,"SourceTerm - Ingredient Term (""MEDROXYPROGESTERONE"")",-1,1500211,MEDROXYPROGESTERONE,Drug,RxNorm,Ingredient,S,6691,1970-01-01,2099-12-31,,L02AB02
MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,,"SourceTerm - Ingredient Relationship ""Precise Ingredient"" with relation ""Form of"" - Filter on best fit (""MEFENAMIC ACID"")",-1,1197736,MEFENAMATE,Drug,RxNorm,Ingredient,S,257844,2006-05-14,2099-12-31,,M01AG01
MEGESTROL,MEGESTROL,MEGESTROL,,"SourceTerm - Ingredient Term (""MEGESTROL"")",-1,1300978,MEGESTROL,Drug,RxNorm,Ingredient,S,6703,1970-01-01,2099-12-31,,L02AB01
MEGLUMINE AMIDOTRIZOATE,MEGLUMINE AMIDOTRIZOATE,MEGLUMINE AMIDOTRIZOATE,,"SourceTerm - Ingredient Relationship Synonym of ""Pharma/Biol Product"" with relation ""Maps to"" (""MEGLUMINE AMIDOTRIZOATE"")",-1,19022596,DIATRIZOATE,Drug,RxNorm,Ingredient,S,3319,1970-01-01,2099-12-31,,
MELATONIN,MELATONIN,MELATONIN,,"SourceTerm - Ingredient Term (""MELATONIN"")",-1,1301152,MELATONIN,Drug,RxNorm,Ingredient,S,6711,1970-01-01,2099-12-31,,N05CH01
MELISSAE FOLIUM,MELISSAE FOLIUM,MELISSAE FOLIUM,,"Manual Overrule Mapping (""MELISSAE FOLIUM"")",-1,42899425,MELISSA OFFICINALIS EXTRACT,Drug,RxNorm,Ingredient,S,1311497,2012-10-01,2099-12-31,,
MELOXICAM,MELOXICAM,MELOXICAM,,"SourceTerm - Ingredient Term (""MELOXICAM"")",-1,1150345,MELOXICAM,Drug,RxNorm,Ingredient,S,41493,1970-01-01,2099-12-31,,
MEMANTINE,MEMANTINE,MEMANTINE,,"SourceTerm - Ingredient Term (""MEMANTINE"")",-1,701322,MEMANTINE,Drug,RxNorm,Ingredient,S,6719,1970-01-01,2099-12-31,,N06DA53
MENINGOCOCCUS OLIGOSZACHARID A-CSOPORT,MENINGOCOCCUS OLIGOSZACHARID A-CSOPORT,MENINGOCOCCUS OLIGOSZACHARID A-CSOPORT,,"Manual Overrule Mapping (""MENINGOCOCCUS OLIGOSZACHARID A-CSOPORT"")",-1,509079,MENINGOCOCCAL GROUP A POLYSACCHARIDE,Drug,RxNorm,Ingredient,S,29501,1970-01-01,2099-12-31,,
MENINGOCOCCUS OLIGOSZACHARID C-CSOPORT,MENINGOCOCCUS OLIGOSZACHARID C-CSOPORT,MENINGOCOCCUS OLIGOSZACHARID C-CSOPORT,,"Manual Overrule Mapping (""MENINGOCOCCUS OLIGOSZACHARID C-CSOPORT"")",-1,509081,MENINGOCOCCAL GROUP C POLYSACCHARIDE,Drug,RxNorm,Ingredient,S,29503,1970-01-01,2099-12-31,,J07AH08
